target_symbol,uniprot_accession_number,clonality,clone_id,method,tissue_preservation,avr_pdf_filename,antibody_hubmap_id,host,rrid,catalog_number,lot_number,vendor_name,recombinant,organ,author_orcids,hgnc_id,isotype,concentration_value,dilution_factor,conjugate,cycle_number,fluorescent_reporter,manuscript_doi,protocol_doi,vendor_affiliation,organ_uberon_id,antigen_retrieval,omap_id,created_by_user_email,previous_version_id,next_version_id
PROM1,O43490,monoclonal,AC133,CODEX,Fresh Frozen,https://assets.hubmapconsortium.org/ffffe8f5f4eb9e5db9951137215acde9/PROM1_OMAP9.pdf,HBM497.RCDL.882,Mouse,AB_244339,130-090-422,1321080702,Miltenyi Biotec,No,kidney,"0000-0002-0776-3030, 0000-0003-4645-3614, 0000-0002-7496-8570, 0000-0002-9531-3899, 0000-0002-2396-5871",HGNC:9454,IgG1 kappa,,200,Oligonucleotide,11,AF647,,10.17504/protocols.io.8epv5jdbnl1b/v1,,UBERON:0002113,,OMAP-9,ellenmq@iu.edu,,
PODXL,O00592,polyclonal,,CODEX,Fresh Frozen,https://assets.hubmapconsortium.org/ffff4f0532c8b1313db9d56124945b3d/PODXL_OMAP9.pdf,HBM555.KCLN.642,Goat,AB_354920,AF1658,JLD0220081,R&D Systems,Yes,kidney,"0000-0002-0776-3030, 0000-0003-4645-3614, 0000-0002-7496-8570, 0000-0002-9531-3899, 0000-0002-2396-5871",HGNC:9171,IgG,,200,Oligonucleotide,12,AF488,,10.17504/protocols.io.8epv5jdbnl1b/v1,,UBERON:0002113,,OMAP-9,ellenmq@iu.edu,,
LRP2,P98164,monoclonal,545606,CODEX,Fresh Frozen,https://assets.hubmapconsortium.org/ffff019b6291f0236256932b226a8e79/LRP2_OMAP9.pdf,HBM523.PGTV.427,Mouse,AB_2927680,MAB9578,CLJW0222101,R&D Systems,Yes,kidney,"0000-0002-0776-3030, 0000-0003-4645-3614, 0000-0002-7496-8570, 0000-0002-9531-3899, 0000-0002-2396-5871",HGNC:6694,IgG1,,200,Oligonucleotide,13,AF488,,10.17504/protocols.io.8epv5jdbnl1b/v1,,UBERON:0002113,,OMAP-9,ellenmq@iu.edu,,
ACTA2,P62736,monoclonal,1A4,CODEX,Fresh Frozen,https://assets.hubmapconsortium.org/ffff6c429623192e64ce2ab8abd8ae50/ACTA2_OMAP9.pdf,HBM463.KLBR.766,Mouse,AB_2572996,14-9760-82,2504946,Thermo Fisher Scientific,No,kidney,"0000-0002-0776-3030, 0000-0003-4645-3614, 0000-0002-7496-8570, 0000-0002-9531-3899, 0000-0002-2396-5871",HGNC:130,IgG2a kappa,,200,Oligonucleotide,14,Atto550,,10.17504/protocols.io.8epv5jdbnl1b/v1,,UBERON:0002113,,OMAP-9,ellenmq@iu.edu,,
CD68,P34810,monoclonal,KP1,CODEX,Fresh Frozen,https://assets.hubmapconsortium.org/ffffd3eb158733c6c6cc6374cec3e756/CD68_OMAP9.pdf,HBM936.XCGS.725,Mouse,AB_11151139,14-0688-82,2484431,Thermo Fisher Scientific,No,kidney,"0000-0002-0776-3030, 0000-0003-4645-3614, 0000-0002-7496-8570, 0000-0002-9531-3899, 0000-0002-2396-5871",HGNC:1693,IgG1 kappa,,200,Oligonucleotide,14,AF647,,10.17504/protocols.io.8epv5jdbnl1b/v1,,UBERON:0002113,,OMAP-9,ellenmq@iu.edu,,
CD1A,P06126,monoclonal,O10,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff02bf077d0fef76d6e11d77645b79/CD1a-CellDIVE_OMAP-22.pdf,HBM636.XSCR.497,Mouse,AB_626957,sc-18885,A2323,Santa Cruz,No,skin,"0009-0001-1078-1272, 0000-0001-7524-8260",HGNC:1634,IgG1,5,,AF488 Secondary Detetction,1,,10.1038/s42003-023-04991-z,10.17504/protocols.io.bqjimuke,,UBERON:0002097,"6, 9",OMAP-22,LIZMC@pitt.edu,,
PECAM1,P16284,monoclonal,89C2,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff762e7d4f8bce423b55d6e2bd42f6/PECAM1-CellDIVE_OMAP-22.pdf,HBM955.FDTB.462,Mouse,AB_2160882,3528BF,2,Cell Signaling,No,skin,"0009-0001-1078-1272, 0000-0001-7524-8260",HGNC:8823,IgG1,5,,Cy3,4,,10.1038/s42003-023-04991-z,10.17504/protocols.io.bqjimuke,,UBERON:0002097,"6, 9",OMAP-22,LIZMC@pitt.edu,,
CD68,P34810,monoclonal,KP1,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff9e5ab8ebc9522f62d7bdefa62335/CD68-CellDIVE_OMAP-22.pdf,HBM777.XVCJ.588,Mouse,AB_3107083,ab314474,1062451?2,Abcam,Yes,skin,"0009-0001-1078-1272, 0000-0001-7524-8260",HGNC:1693,IgG1,10,,AF647,8,,10.1038/s42003-023-04991-z,10.17504/protocols.io.bqjimuke,,UBERON:0002097,"6, 9",OMAP-22,LIZMC@pitt.edu,,
CDPF1,P38936,monoclonal,12D1,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff32c741ca9c06ef9e7c1735015239/CDKN1A-CellDIVE_OMAP-22.pdf,HBM295.HNXQ.654,Rabbit,AB_2892063,2947B,18,Cell Signaling,Yes,skin,"0009-0001-1078-1272, 0000-0001-7524-8260",HGNC:1784,IgG,5,,Cy3,13,,10.1038/s42003-023-04991-z,10.17504/protocols.io.bqjimuke,,UBERON:0002097,"6, 9",OMAP-22,LIZMC@pitt.edu,,
NPPA,P01160,polyclonal,,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff4f84fced13ab829dbc2f0067f7b0/NPPA_OMAP-28.pdf,HBM682.SWZX.299,Goat,AB_2915938,AF3366,XDY0321031,R&D Systems,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:7939,IgG,,200,Oligonucleotide,2,AF647,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
MUC16,Q8WXI7,monoclonal,EPR1020(2),CODEX,FFPE,https://assets.hubmapconsortium.org/ffff645c4b86aefdcb4e31ba1e51f53d/MUC16_OMAP-28.pdf,HBM994.PQSD.234,Rabbit,AB_3676222,ab230497,1001083-1,Abcam,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:15582,IgG,,200,Oligonucleotide,3,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
CD68,P34810,monoclonal,KP1,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff340413fadeed8543573fca36ff5d/CD68_OMAP-28.pdf,HBM629.KWQX.573,Mouse,AB_2935894,4550113,0323L750,Akoya Biosciences,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:1693,IgG1,,50,Oligonucleotide,3,AF647,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
F13A1,P00488,monoclonal,EP3372,CODEX,FFPE,https://assets.hubmapconsortium.org/fffffa20646f1a549f22d1c3a940062e/F13A1_OMAP-28.pdf,HBM425.TXMW.429,Rabbit,AB_3676223,ab232426,1043903-1,Abcam,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:3531,IgG,,200,Oligonucleotide,4,AF750,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
DCN,P07585,monoclonal,EPR24097-105,CODEX,FFPE,https://assets.hubmapconsortium.org/fffffa76897c8f58a6c28cebdbb3aa7b/DCN_OMAP-28.pdf,HBM946.HLMR.388,Rabbit,AB_2915948,ab277643,1001201-3,Abcam,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:2705,IgG,,200,Oligonucleotide,4,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
VIM,P08670,monoclonal,RV202,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffc0b321af65b785bafb7647eb0cf0/VIM_OMAP-28.pdf,HBM396.NJTS.582,Mouse,AB_2915945,NBP1-97672,17770,Novus Biologicals,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:12692,IgG1,,200,Oligonucleotide,5,AF750,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
CDH5,P33151,monoclonal,16B1,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff99ce4476c2fda726369ec11c3ba3/CDH5_OMAP-28.pdf,HBM488.RGHJ.635,Mouse,AB_467495,14-1449-82,2727340,Thermo Fisher Scientific,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:1764,IgG1,,200,Oligonucleotide,10,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
LYVE1,Q9Y5Y7,polyclonal,,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff79c3d23c8d993c884ce3f834d984/LYVE1-CODEX_OMAP-26.pdf,HBM337.FVXX.584,Goat,AB_355144,AF2089,,R&D Systems,No,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:14687,IgG,,200,Oligonucleotide,6,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-26,LIZMC@pitt.edu,,
LAMB2,P55268,monoclonal,CL2979,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff7b22c4aa3cd216f351152cf74e5f/LAMB2-CODEX_OMAP-26.pdf,HBM592.TXSX.585,Mouse,AB_3678439,ab210956,,Abcam,No,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:6487,IgG2a,,200,Oligonucleotide,8,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-26,LIZMC@pitt.edu,,
UMOD,P07911,monoclonal,EPR20071,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff169fd78bf6ad4ff337b2d05f0ddd/UMOD-CODEX_OMAP-26.pdf,HBM324.MWXM.969,Rabbit,AB_2924413,ab223540,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:12559,IgG,,200,Oligonucleotide,7,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-26,LIZMC@pitt.edu,,
UMOD,P07911,monoclonal,EPR20071,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff8f256a01d1e00536f95368601a02/UMOD-CODEX_OMAP-27.pdf,HBM433.KHGG.779,Rabbit,AB_2924413,ab223540,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:12559,IgG,,200,Oligonucleotide,7,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
PTPRC,P08575,monoclonal,HI30,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffffc6841a2ee3387fefc4e322b7cbc7/PTPRC-CODEX_OMAP-27.pdf,HBM286.PQZQ.677,Mouse,AB_3678440,ab269347,,Abcam,No,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:9666,IgG1,,200,Oligonucleotide,10,AF750,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
FN1,P02751,monoclonal,EPR23110-46,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff7d70cccc705f2585d870e86c7118/FN1-CODEX_OMAP-27.pdf,HBM923.FLLK.453,Rabbit,AB_2927764,ab268022,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:3778,IgG,,200,Oligonucleotide,10,Cy5,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
ACTA2,P62736,monoclonal,1A4,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff97c832f9f5b48b702c69f5595bb4/ACTA2-CODEX_OMAP-27.pdf,HBM742.VCGV.423,Mouse,AB_2922779,ab240654,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:130,IgG2a,,200,Oligonucleotide,9,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
AQP1,P29972,monoclonal,EPR11588(B),CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff658c7638eab215cc533014d88a0f/AQP1-CODEX_OMAP-27.pdf,HBM429.DBSL.948,Rabbit,AB_2876888,ab178352,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:633,IgG,,200,Oligonucleotide,11,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
ITGAX,P20702,monoclonal,118/A5,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffffb4374bc927428a4b696947503a14/ITGAX-CODEX_OMAP-27.pdf,HBM838.ZGMD.243,Mouse,AB_2572997,14-9761-82,,Thermo Fisher Scientific,No,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:6152,IgG2b kappa,,100,Oligonucleotide,1,AF750,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
PROM1,O43490,monoclonal,RM1029,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff2e093f2a999e292756bedb9c18b1/PROM1-CODEX_OMAP-27.pdf,HBM835.MFPG.432,Rabbit,AB_2928040,ab284397,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:9454,IgG,,200,Oligonucleotide,14,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
CD36,P16671,monoclonal,EPR22512-58,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffffccd6c33b17ef51b94c0d2769028e/CD36-CODEX_OMAP-27.pdf,HBM939.DMLX.928,Rabbit,AB_3678529,ab255332,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:1663,IgG,,200,Oligonucleotide,13,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
CD4,P01730,monoclonal,EPR6855,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff02e90d39f3e54a0f27ac09032f5b/CD4-CODEX_OMAP-27.pdf,HBM222.CDJB.943,Mouse,AB_3678530,ab317797,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:1678,IgG1,,200,Oligonucleotide,1,Cy5,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
COL4A3,Q01955,monoclonal,H31,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff5e67c9362d372da24ded6987ab0b/COL4A3-CODEX_OMAP-27.pdf,HBM762.JTWV.543,Rat,AB_2904116,7076,,Chrondex,No,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:2204,IgG2a,,200,Oligonucleotide,3,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
DCN,P07585,polyclonal,,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff8d47d9acc69113572e7c1b44a92f/DCN-CODEX_OMAP-27.pdf,HBM785.DRSJ.933,Rabbit,AB_2890261,ab175404,,Abcam,No,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:2705,IgG,,200,Oligonucleotide,13,Cy5,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
H2AX,P16104,monoclonal,EP854(2)Y,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffffdb8cf7f2fd37da0eb3dce5977b78/H2AX-CODEX_OMAP-27.pdf,HBM366.PQLC.633,Rabbit,AB_2864385,ab215967,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:4739,IgG,,200,Oligonucleotide,7,Cy5,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
PDPN,Q86YL7,monoclonal,NC-08,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff6cacdc157908d95d4d1e9bb8ac95/PDPN_OMAP-25.pdf,HBM482.JBJW.564,Mouse,AB_3082979,4250094,230613015,Akoya Biosciences,No,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:29602,IgG2a,,200,oligonucleotide,11,Atto 550,,10.17504/protocols.io.6qpvr38dpvmk/v3,,UBERON:0002048,9,OMAP-25,LIZMC@pitt.edu,,
MUC5B,Q9HC84,polyclonal,,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff6adbe32a1cba6e90cb3b3ca0df67/MUC5B_OMAP-25.pdf,HBM687.GMGV.269,Rabbit,AB_10712492,AB87376,GR3462843-2,Abcam,No,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:7516,IgG,,75,oligonucleotide,11,AF750,,10.17504/protocols.io.6qpvr38dpvmk/v3,,UBERON:0002048,9,OMAP-25,LIZMC@pitt.edu,,
CD3E,P07766,monoclonal,REA1151,MICS,FFPE,https://assets.hubmapconsortium.org/ffffd103ebec709d93c690b0f3bb519c/CD3E_AVR_OMAP_23.pdf,HBM877.GFCV.733,Human,AB_2876933,130-120-269,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:1674,IgG1,,50,APC,1,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
CD8A,P01732,monoclonal,REA1024,MICS,FFPE,https://assets.hubmapconsortium.org/ffffaf7397b8e06d06e4671a988d92bd/CD8A_AVR_OMAP_23.pdf,HBM633.FZLV.436,Human,AB_2857416,130-117-202,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:1706,IgG1,,50,APC,3,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
ITGAX,P20702,monoclonal,REAL1327,MICS,FFPE,https://assets.hubmapconsortium.org/ffffb7c90d86f665faad18caeec52fdd/ITGAX_AVR_OMAP_23.pdf,HBM676.JZFW.442,Human,AB_3664272,130-133-325,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:6152,IgG1,,50,VioB 515,6,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
MKI67,P46013,monoclonal,REAL1047,MICS,FFPE,https://assets.hubmapconsortium.org/ffff0a2536b6987dc4583de3fd502d77/MKI67_AVR_OMAP_23.pdf,HBM327.TKHF.564,Human,AB_2905309,130-127-837,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:7107,IgG1,,50,FITC,7,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
CD79A,P11912,monoclonal,REA1168,MICS,FFPE,https://assets.hubmapconsortium.org/ffff15f1c0d54a4e885fbcc3efaf75a1/CD79A_AVR_OMAP_23.pdf,HBM486.FRDQ.479,Human,AB_2784277,130-120-934,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:1698,IgG1,,50,APC,12,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
ACTA2,P62736,monoclonal,1A4,IMC,FFPE,https://assets.hubmapconsortium.org/ffff736562debfdc9292b6b68a29171a/ACTA2-IMC-OMAP-8.pdf,HBM377.VNRF.588,Mouse,AB_2922779,ab240654,,Abcam,Yes,placenta,0000-0002-8854-4517,HGNC:130,IgG2a,,800,141Pr,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
ASCL2,Q99929,polyclonal,,IMC,FFPE,https://assets.hubmapconsortium.org/ffff415f99c288bdbdd120a156be4ef9/ASCL2-IMC-OMAP-8.pdf,HBM822.WDWZ.848,Sheep,AB_2605821,PA5-47852,,Thermo Fisher Scientific,Yes,placenta,0000-0002-8854-4517,HGNC:739,IgG,,200,Unconjugated,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
LYVE1,Q9Y5Y7,polyclonal,,IMC,FFPE,https://assets.hubmapconsortium.org/fffff55d74539dac113c8885f43dbf0c/LYVE1-IMC-OMAP-8.pdf,HBM927.HWLH.699,Goat,AB_355144,AF2089,,R&D Systems,No,placenta,0000-0002-8854-4517,HGNC:14687,IgG,,100,143Nd,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
MS4A1,P11836,monoclonal,H1,IMC,FFPE,https://assets.hubmapconsortium.org/ffffd2d4a29849b9235e9da2877c9104/MS4A1-IMC-OMAP-8.pdf,HBM882.BDST.285,Mouse,AB_396030,555677,,BD Biosciences,No,placenta,0000-0002-8854-4517,HGNC:7315,IgG2a kappa,,200,151Eu,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
CD68,P34810,monoclonal,KP1,IMC,FFPE,https://assets.hubmapconsortium.org/ffff3cec1791b8ee841c829ab7b41e26/CD68-IMC-OMAP-8.pdf,HBM278.NFKM.278,Mouse,AB_2616797,916104,,BioLegend,No,placenta,0000-0002-8854-4517,HGNC:1693,IgG1 kappa,,250,162Dy,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
EGFR,P00533,monoclonal,D38B1,IMC,FFPE,https://assets.hubmapconsortium.org/ffff680f8260442bd174b9fb427980f8/EGFR-IMC-OMAP-8.pdf,HBM422.QXQG.422,Rabbit,AB_2246311,4267S,,Cell Signaling Technology,Yes,placenta,0000-0002-8854-4517,HGNC:3236,IgG,,200,169Tm,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
GFAP,P14136,monoclonal,EPR1034Y,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/fffff5fc4eaa578d7cafb58e9fa30ea9/GFAP_SIMS_OMAP5.pdf,HBM627.MZLD.378,Rabbit,AB_2909614,ab218309,GR3339182,Abcam,Yes,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:4235,IgG,,40,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
CYP2E1,P05181,polyclonal,,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffff1e7afbcb0e77a89a0f9f4bcfb867/CYP2E1_SIMS_OMAP5.pdf,HBM989.SGHV.983,Rabbit,AB_2089985,ab28146,GR3375720,Abcam,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:2631,IgG,,500,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
PTPRC,PO8575,monoclonal,D9M8I,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffffc113436e4811d4271678bd5dfcbe/PTPRC_SIMS_OMAP5.pdf,HBM437.TWGW.749,Rabbit,AB_2750898,13917S,,Cell Signaling Technology,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:9666,IgG,,200,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
CD34,P28906,monoclonal,QBEND/10,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffff2b8530147e9b7bd2d516c817b42b/CD34_SIMS_OMAP5.pdf,HBM678.FPDC.576,Mouse,AB_2889381,MA1-10202,,Thermo Fisher Scientific,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:1662,IgG1,,500,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
CD4,P01730,monoclonal,RPA-T4,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffff03221a21bd47f41832151d816564/CD4_SIMS_OMAP5.pdf,HBM497.STMB.359,Mouse,AB_2909635,NBP2-25199,AB061008A,Novus Biologicals,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:1678,IgG1 Kappa,,300,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-6,LIZMC@pitt.edu,,
TINAGL1,P05089,monoclonal,D4E3M,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffffdbff7ca7df4a75789f41137d0bd0/ARG1_SIMS_OMAP5.pdf,HBM559.WKZF.759,Rabbit,AB_2800207,93668S,,Cell Signaling Technology,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:663,IgG,,100,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
CD4,P01730,monoclonal,EPR6855,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff374cd39ecb0bdd4da68a3b1e8008/CD4_CellDIVE_OMAP7.pdf,HBM737.DTKP.825,Rabbit,AB_2864377,ab181724,GR290440-3,Abcam,Yes,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:1678,IgG,5,,Cy3,10,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
CD3E,P07766,monoclonal,F7.2.38,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff5a9c1d44fffbe8577080444dde45/CD3E_CellDIVE_OMAP-7.pdf,HBM926.NBXQ.287,Mouse,AB_2631163,M7254,20036648,Dako,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:1674,IgG1 kappa,5,,Cy5,10,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
ICAM1,P05362,monoclonal,G-5,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff7989b23402930f38c6da497aa16d/ICAM1_CellDIVE_OMAP7.pdf,HBM646.NMQL.578,Mouse,AB_2905502,sc-8439 AF647,H3019,Santa Cruz,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:5344,IgG2a,15,,AF647,3,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
