cnt,period_start_month,class_display,age_at_visit,gender,race_display,ethnicity_display
17,11/1/1971,,,female,white,not hispanic or latino
17,10/1/1971,,,male,white,
17,10/1/1971,,,male,white,not hispanic or latino
17,10/1/1971,ambulatory,,male,white,
17,10/1/1971,ambulatory,,male,white,not hispanic or latino
17,8/1/1971,ambulatory,,male,white,
17,8/1/1971,ambulatory,,male,white,not hispanic or latino
17,12/1/1970,ambulatory,,male,white,not hispanic or latino
17,5/1/1970,,,female,,
17,5/1/1970,,,female,,not hispanic or latino
17,5/1/1970,,,female,white,
17,5/1/1970,,,female,white,not hispanic or latino
17,5/1/1970,ambulatory,,female,,
17,5/1/1970,ambulatory,,female,,not hispanic or latino
17,5/1/1970,ambulatory,,female,white,
17,5/1/1970,ambulatory,,female,white,not hispanic or latino
17,6/1/1969,,,male,white,
17,6/1/1969,ambulatory,,male,white,
17,2/1/1969,ambulatory,,male,white,
17,2/1/1969,ambulatory,,male,white,not hispanic or latino
17,10/1/1968,,,male,,
17,10/1/1968,ambulatory,,male,,
17,8/1/1968,ambulatory,,female,,
17,8/1/1968,ambulatory,,female,,not hispanic or latino
17,4/1/1968,ambulatory,,female,,
17,4/1/1968,ambulatory,,female,white,
17,8/1/1967,,,female,white,
17,8/1/1967,,,female,white,not hispanic or latino
17,8/1/1967,ambulatory,,female,,
17,8/1/1967,ambulatory,,female,,not hispanic or latino
17,7/1/1964,,,male,,
17,7/1/1964,ambulatory,,male,,
17,7/1/1963,ambulatory,,male,,
17,3/1/1963,,,male,,not hispanic or latino
17,3/1/1963,,,male,white,not hispanic or latino
17,6/1/1962,,,male,,not hispanic or latino
17,6/1/1962,,,male,white,not hispanic or latino
17,6/1/1962,ambulatory,,male,,not hispanic or latino
17,6/1/1962,ambulatory,,male,white,not hispanic or latino
17,4/1/1961,,,male,,
17,4/1/1961,,,male,white,
17,4/1/1961,ambulatory,,male,,
17,4/1/1961,ambulatory,,male,white,
17,3/1/1961,,,female,,
17,3/1/1961,,,female,,not hispanic or latino
17,10/1/1960,,,male,white,
17,10/1/1960,ambulatory,,male,,
17,4/1/1959,ambulatory,,male,white,
17,4/1/1958,,,male,,
17,4/1/1958,,,male,white,
17,4/1/1958,ambulatory,,male,,
17,4/1/1958,ambulatory,,male,white,
17,9/1/1957,,,,white,
17,9/1/1957,,,,white,not hispanic or latino
17,7/1/1957,,,,,not hispanic or latino
17,7/1/1957,ambulatory,,,,not hispanic or latino
17,3/1/1957,,,,,
17,3/1/1957,,,,white,
17,3/1/1957,ambulatory,,,,
17,3/1/1957,ambulatory,,,white,
17,2/1/1957,,,male,,not hispanic or latino
17,2/1/1957,ambulatory,,male,,not hispanic or latino
17,4/1/1953,,,,,not hispanic or latino
17,4/1/1953,,,,white,not hispanic or latino
17,4/1/1953,ambulatory,,,,not hispanic or latino
17,4/1/1953,ambulatory,,,white,not hispanic or latino
17,2/1/1951,,,,,
17,1/1/1951,ambulatory,,female,,
17,1/1/1951,ambulatory,,female,,not hispanic or latino
17,1/1/1951,ambulatory,,female,white,
17,1/1/1951,ambulatory,,female,white,not hispanic or latino
17,1/1/1949,,,,,
17,1/1/1949,,,,white,
17,1/1/1948,,,,white,
17,1/1/1948,,,,white,not hispanic or latino
17,7/1/1945,,,,,
17,7/1/1945,,,,,not hispanic or latino
17,7/1/1945,,,,white,
17,7/1/1945,,,,white,not hispanic or latino
16,,,9,female,white,hispanic or latino
16,,,6,female,white,hispanic or latino
16,,,5,,asian,
16,,,27,male,black or african american,not hispanic or latino
16,,,22,,asian,
16,,,21,male,white,hispanic or latino
16,,,20,male,white,hispanic or latino
16,,,15,male,black or african american,not hispanic or latino
16,,,10,,asian,
16,,,10,,asian,not hispanic or latino
16,,inpatient encounter,71,,,
16,,inpatient encounter,71,,,not hispanic or latino
16,,inpatient encounter,71,,white,
16,,inpatient encounter,71,,white,not hispanic or latino
16,,inpatient encounter,70,,,
16,,inpatient encounter,70,,white,
16,,inpatient encounter,54,male,,
16,,inpatient encounter,31,,,
16,,home health,,,,hispanic or latino
16,,emergency,8,male,,
16,,emergency,62,male,,
16,,emergency,59,male,white,
16,,emergency,59,male,white,not hispanic or latino
16,,emergency,59,female,white,
16,,emergency,56,female,,
16,,emergency,56,female,,not hispanic or latino
16,,emergency,42,male,white,
16,,emergency,35,male,white,
16,,emergency,35,male,white,not hispanic or latino
16,,emergency,17,male,,
16,,emergency,17,male,,not hispanic or latino
16,,emergency,14,female,,not hispanic or latino
16,,emergency,14,female,white,not hispanic or latino
16,,emergency,12,male,,
16,,emergency,10,female,white,
16,,emergency,10,female,white,not hispanic or latino
16,,emergency,1,male,,not hispanic or latino
16,,emergency,1,female,white,not hispanic or latino
16,,emergency,0,,,
16,,ambulatory,7,male,black or african american,not hispanic or latino
16,,ambulatory,21,male,white,hispanic or latino
16,,ambulatory,20,male,white,hispanic or latino
16,,ambulatory,14,female,,hispanic or latino
16,,ambulatory,12,,asian,
16,,ambulatory,11,female,,hispanic or latino
16,,ambulatory,10,,asian,
16,,ambulatory,10,,asian,not hispanic or latino
16,1/1/2023,emergency,,,,not hispanic or latino
16,1/1/2023,emergency,,,white,not hispanic or latino
16,12/1/2022,,,female,,hispanic or latino
16,11/1/2022,,,,white,hispanic or latino
16,10/1/2022,emergency,,,white,not hispanic or latino
16,8/1/2022,emergency,,male,,not hispanic or latino
16,8/1/2022,ambulatory,,,white,hispanic or latino
16,6/1/2022,emergency,,,,
16,5/1/2022,,,,white,hispanic or latino
16,3/1/2022,,,,black or african american,
16,3/1/2022,,,female,white,hispanic or latino
16,12/1/2021,emergency,,male,,
16,12/1/2021,emergency,,male,,not hispanic or latino
16,12/1/2021,ambulatory,,,black or african american,not hispanic or latino
16,10/1/2021,,,male,,hispanic or latino
16,10/1/2021,emergency,,female,white,
16,10/1/2021,ambulatory,,male,,hispanic or latino
16,10/1/2021,ambulatory,,female,,hispanic or latino
16,10/1/2021,ambulatory,,female,white,hispanic or latino
16,9/1/2021,emergency,,,white,not hispanic or latino
16,8/1/2021,,18,,,
16,8/1/2021,,18,,,not hispanic or latino
16,5/1/2021,,,male,black or african american,
16,4/1/2021,,,male,white,hispanic or latino
16,4/1/2021,,,female,black or african american,
16,4/1/2021,,,female,black or african american,not hispanic or latino
16,4/1/2021,,31,,,
16,4/1/2021,,31,,,not hispanic or latino
16,4/1/2021,ambulatory,,male,white,hispanic or latino
16,4/1/2021,ambulatory,,female,black or african american,
16,4/1/2021,ambulatory,,female,black or african american,not hispanic or latino
16,3/1/2021,,31,,,
16,3/1/2021,ambulatory,,,black or african american,not hispanic or latino
16,2/1/2021,,,female,white,hispanic or latino
16,2/1/2021,emergency,,male,,
16,2/1/2021,emergency,,male,,not hispanic or latino
16,2/1/2021,ambulatory,,female,,hispanic or latino
16,12/1/2020,emergency,,,,
16,12/1/2020,emergency,,,white,
16,11/1/2020,emergency,,,white,
16,10/1/2020,emergency,,male,,
16,9/1/2020,emergency,,,white,not hispanic or latino
16,7/1/2020,ambulatory,,female,,hispanic or latino
16,7/1/2020,ambulatory,,female,white,hispanic or latino
16,6/1/2020,emergency,,,,not hispanic or latino
16,6/1/2020,ambulatory,,female,,hispanic or latino
16,6/1/2020,ambulatory,,female,white,hispanic or latino
16,5/1/2020,,,,black or african american,
16,5/1/2020,ambulatory,,,black or african american,
16,4/1/2020,ambulatory,,,black or african american,
16,3/1/2020,emergency,,,white,not hispanic or latino
16,1/1/2020,emergency,,,,
16,12/1/2019,emergency,,,white,not hispanic or latino
16,10/1/2019,ambulatory,,,black or african american,not hispanic or latino
16,9/1/2019,emergency,,,,
16,8/1/2019,emergency,,,white,not hispanic or latino
16,8/1/2019,ambulatory,,,black or african american,not hispanic or latino
16,7/1/2019,,,,black or african american,
16,7/1/2019,,,,black or african american,not hispanic or latino
16,7/1/2019,emergency,,,white,not hispanic or latino
16,7/1/2019,ambulatory,,,black or african american,
16,7/1/2019,ambulatory,,,black or african american,not hispanic or latino
16,6/1/2019,,,female,,hispanic or latino
16,6/1/2019,,,female,white,hispanic or latino
16,6/1/2019,emergency,,,white,
16,6/1/2019,ambulatory,,,black or african american,
16,4/1/2019,,,,black or african american,not hispanic or latino
16,4/1/2019,emergency,,,white,not hispanic or latino
16,4/1/2019,ambulatory,,,black or african american,
16,12/1/2018,emergency,,,white,
16,9/1/2018,,,,black or african american,not hispanic or latino
16,8/1/2018,,,,black or african american,not hispanic or latino
16,6/1/2018,,,female,,hispanic or latino
16,6/1/2018,,,female,white,hispanic or latino
16,6/1/2018,emergency,,,,
16,6/1/2018,emergency,,,,not hispanic or latino
16,6/1/2018,emergency,,,white,
16,6/1/2018,emergency,,,white,not hispanic or latino
16,6/1/2018,ambulatory,,female,,hispanic or latino
16,6/1/2018,ambulatory,,female,white,hispanic or latino
16,3/1/2018,,,female,,hispanic or latino
16,3/1/2018,,,female,white,hispanic or latino
16,2/1/2018,,,,black or african american,not hispanic or latino
16,2/1/2018,ambulatory,,,black or african american,not hispanic or latino
16,8/1/2017,emergency,,,,not hispanic or latino
16,8/1/2017,emergency,,male,,
16,3/1/2017,,,male,,hispanic or latino
16,3/1/2017,inpatient encounter,,,,
16,3/1/2017,ambulatory,,female,,hispanic or latino
16,3/1/2017,ambulatory,,female,white,hispanic or latino
16,2/1/2017,,,female,,hispanic or latino
16,2/1/2017,emergency,,,white,
16,2/1/2017,emergency,,,white,not hispanic or latino
16,2/1/2017,ambulatory,,female,,hispanic or latino
16,12/1/2016,ambulatory,,female,white,hispanic or latino
16,10/1/2016,emergency,,male,,
16,8/1/2015,ambulatory,,female,,hispanic or latino
16,6/1/2015,ambulatory,,female,,hispanic or latino
16,5/1/2015,emergency,,male,,
16,5/1/2015,emergency,,male,,not hispanic or latino
16,4/1/2015,ambulatory,,female,,hispanic or latino
16,2/1/2015,emergency,,female,,
16,2/1/2015,emergency,,female,white,
16,11/1/2014,emergency,,,white,not hispanic or latino
16,8/1/2014,,,female,,hispanic or latino
16,8/1/2014,ambulatory,,female,,hispanic or latino
16,6/1/2014,,,female,,hispanic or latino
16,6/1/2014,ambulatory,,female,,hispanic or latino
16,4/1/2014,,,female,,hispanic or latino
16,2/1/2014,emergency,,,,
16,2/1/2014,emergency,,,,not hispanic or latino
16,1/1/2014,emergency,,,white,not hispanic or latino
16,12/1/2013,emergency,,,,not hispanic or latino
16,12/1/2013,emergency,,,white,
16,10/1/2013,,,female,,hispanic or latino
16,10/1/2013,,48,,,
16,10/1/2013,ambulatory,,female,,hispanic or latino
16,9/1/2013,emergency,,,white,not hispanic or latino
16,8/1/2013,,,female,,hispanic or latino
16,8/1/2013,emergency,,male,,not hispanic or latino
16,8/1/2013,emergency,,male,white,
16,7/1/2013,,1,,,
16,7/1/2013,ambulatory,,,white,hispanic or latino
16,5/1/2013,emergency,,male,white,
16,4/1/2013,,,male,,hispanic or latino
16,4/1/2013,,,male,white,hispanic or latino
16,5/1/1990,emergency,,,,
16,5/1/1990,emergency,,,,not hispanic or latino
16,12/1/1986,ambulatory,,male,white,not hispanic or latino
16,11/1/1986,,,male,white,not hispanic or latino
16,11/1/1986,ambulatory,,male,white,not hispanic or latino
16,10/1/1986,,,male,white,not hispanic or latino
16,10/1/1986,ambulatory,,male,white,not hispanic or latino
16,7/1/1986,,,male,white,not hispanic or latino
16,7/1/1986,ambulatory,,male,white,not hispanic or latino
16,3/1/1986,ambulatory,,male,,not hispanic or latino
16,3/1/1986,ambulatory,,male,white,not hispanic or latino
16,2/1/1986,ambulatory,,male,white,
16,12/1/1985,ambulatory,,male,,
16,6/1/1985,,,male,,not hispanic or latino
16,6/1/1985,,,male,white,not hispanic or latino
16,4/1/1985,,,male,,not hispanic or latino
16,4/1/1985,,,male,white,
16,4/1/1985,,,female,,
16,4/1/1985,,,female,white,
16,4/1/1985,ambulatory,,male,,not hispanic or latino
16,4/1/1985,ambulatory,,male,white,
16,4/1/1985,ambulatory,,female,,
16,4/1/1985,ambulatory,,female,white,
16,2/1/1985,,,male,,not hispanic or latino
16,2/1/1985,ambulatory,,male,,not hispanic or latino
16,10/1/1984,ambulatory,,male,white,
16,9/1/1984,ambulatory,,female,,not hispanic or latino
16,12/1/1983,,,male,white,
16,12/1/1983,ambulatory,,male,,
16,1/1/1980,,,female,,not hispanic or latino
16,1/1/1980,,,female,white,not hispanic or latino
16,1/1/1980,ambulatory,,female,,not hispanic or latino
16,1/1/1980,ambulatory,,female,white,not hispanic or latino
16,3/1/1979,,,female,,not hispanic or latino
16,3/1/1979,,,female,white,not hispanic or latino
16,3/1/1979,ambulatory,,female,,not hispanic or latino
16,3/1/1979,ambulatory,,female,white,not hispanic or latino
16,1/1/1979,,,female,,
16,1/1/1979,,,female,white,
16,1/1/1979,ambulatory,,female,,
16,1/1/1979,ambulatory,,female,white,
16,12/1/1978,,,female,,not hispanic or latino
16,12/1/1978,,,female,white,not hispanic or latino
16,12/1/1978,ambulatory,,female,,not hispanic or latino
16,12/1/1978,ambulatory,,female,white,not hispanic or latino
16,7/1/1978,,,male,,not hispanic or latino
16,7/1/1978,,,male,white,not hispanic or latino
16,7/1/1978,ambulatory,,male,,not hispanic or latino
16,7/1/1978,ambulatory,,male,white,not hispanic or latino
16,6/1/1978,,,female,,not hispanic or latino
16,6/1/1978,,,female,white,
16,6/1/1978,ambulatory,,female,,not hispanic or latino
16,6/1/1978,ambulatory,,female,white,
16,3/1/1978,,,female,,
16,3/1/1978,,,female,,not hispanic or latino
16,3/1/1978,,,female,white,
16,3/1/1978,,,female,white,not hispanic or latino
16,3/1/1978,ambulatory,,male,,not hispanic or latino
16,3/1/1978,ambulatory,,male,white,
16,3/1/1978,ambulatory,,male,white,not hispanic or latino
16,3/1/1978,ambulatory,,female,,
16,3/1/1978,ambulatory,,female,,not hispanic or latino
16,3/1/1978,ambulatory,,female,white,
16,3/1/1978,ambulatory,,female,white,not hispanic or latino
16,2/1/1978,ambulatory,,male,,
16,12/1/1977,ambulatory,,male,,
16,11/1/1977,,,female,,
16,11/1/1977,,,female,,not hispanic or latino
16,11/1/1977,ambulatory,,female,,
16,11/1/1977,ambulatory,,female,,not hispanic or latino
16,10/1/1977,,,male,,
16,10/1/1977,,,female,,
16,10/1/1977,,,female,,not hispanic or latino
16,10/1/1977,,,female,white,
16,10/1/1977,,,female,white,not hispanic or latino
16,10/1/1977,ambulatory,,female,,
16,10/1/1977,ambulatory,,female,,not hispanic or latino
16,10/1/1977,ambulatory,,female,white,
16,10/1/1977,ambulatory,,female,white,not hispanic or latino
16,7/1/1977,,,male,white,not hispanic or latino
16,7/1/1977,ambulatory,,male,,not hispanic or latino
16,5/1/1977,,,male,,not hispanic or latino
16,5/1/1977,,,male,white,not hispanic or latino
16,5/1/1977,ambulatory,,male,,not hispanic or latino
16,5/1/1977,ambulatory,,male,white,not hispanic or latino
16,3/1/1977,,,male,,
16,3/1/1977,,,male,white,
16,1/1/1977,,,male,,
16,1/1/1977,,,female,white,not hispanic or latino
16,1/1/1977,ambulatory,,female,white,not hispanic or latino
16,12/1/1976,ambulatory,,male,,
16,10/1/1976,,,male,white,
16,9/1/1976,ambulatory,,male,,
16,8/1/1976,,,male,,not hispanic or latino
16,8/1/1976,ambulatory,,male,,not hispanic or latino
16,7/1/1976,,,female,white,not hispanic or latino
16,7/1/1976,ambulatory,,female,white,not hispanic or latino
16,6/1/1976,,,male,,not hispanic or latino
16,6/1/1976,,,female,white,
16,6/1/1976,,,female,white,not hispanic or latino
16,6/1/1976,ambulatory,,male,,not hispanic or latino
16,6/1/1976,ambulatory,,female,white,
16,6/1/1976,ambulatory,,female,white,not hispanic or latino
16,5/1/1976,,,male,,not hispanic or latino
16,5/1/1976,,,male,white,
16,4/1/1976,,,male,,
16,4/1/1976,ambulatory,,,white,
16,2/1/1976,,,female,,not hispanic or latino
16,2/1/1976,,,female,white,not hispanic or latino
16,2/1/1976,ambulatory,,female,,not hispanic or latino
16,2/1/1976,ambulatory,,female,white,not hispanic or latino
16,1/1/1976,,,male,,not hispanic or latino
16,1/1/1976,,,male,white,not hispanic or latino
16,1/1/1976,ambulatory,,male,,not hispanic or latino
16,1/1/1976,ambulatory,,male,white,not hispanic or latino
16,12/1/1975,,,male,,not hispanic or latino
16,12/1/1975,ambulatory,,male,,not hispanic or latino
16,11/1/1975,,,male,,
16,11/1/1975,,,male,white,
16,11/1/1975,ambulatory,,male,,
16,11/1/1975,ambulatory,,male,white,
16,6/1/1975,ambulatory,,male,,
16,3/1/1975,,,male,white,
16,3/1/1975,,,male,white,not hispanic or latino
16,3/1/1975,ambulatory,,male,white,
16,3/1/1975,ambulatory,,male,white,not hispanic or latino
16,2/1/1975,,,male,,not hispanic or latino
16,2/1/1975,ambulatory,,male,,not hispanic or latino
16,9/1/1974,,,,,
16,9/1/1974,ambulatory,,,,
16,5/1/1974,,,male,white,not hispanic or latino
16,5/1/1974,ambulatory,,male,white,not hispanic or latino
16,3/1/1974,,,male,white,
16,2/1/1974,ambulatory,,male,,not hispanic or latino
16,2/1/1974,ambulatory,,male,white,not hispanic or latino
16,1/1/1974,ambulatory,,female,white,not hispanic or latino
16,12/1/1973,,,female,,
16,12/1/1973,,,female,white,
16,11/1/1973,,,male,,not hispanic or latino
16,11/1/1973,,,male,white,
16,9/1/1973,,,,white,
16,5/1/1973,,,male,white,
16,5/1/1973,ambulatory,,male,white,
16,4/1/1973,,,male,,
16,4/1/1973,ambulatory,,male,,
16,2/1/1973,,,,,not hispanic or latino
16,2/1/1973,,,,white,
16,2/1/1973,ambulatory,,,,not hispanic or latino
16,2/1/1973,ambulatory,,,white,
16,1/1/1973,,,,,not hispanic or latino
16,1/1/1973,,,,white,not hispanic or latino
16,1/1/1973,ambulatory,,,,not hispanic or latino
16,1/1/1973,ambulatory,,,white,not hispanic or latino
16,12/1/1972,,,female,white,
16,12/1/1972,ambulatory,,female,white,
16,11/1/1972,,,,white,not hispanic or latino
16,11/1/1972,ambulatory,,,white,not hispanic or latino
16,9/1/1972,,,,white,
16,9/1/1972,,,,white,not hispanic or latino
16,9/1/1972,ambulatory,,,,not hispanic or latino
16,7/1/1972,,,male,,
16,5/1/1972,,,male,,
16,5/1/1972,,,male,white,
16,5/1/1972,ambulatory,,male,,
16,5/1/1972,ambulatory,,male,white,
16,8/1/1971,,,female,,
16,7/1/1971,ambulatory,,female,,
16,7/1/1971,ambulatory,,female,,not hispanic or latino
16,7/1/1971,ambulatory,,female,white,
16,7/1/1971,ambulatory,,female,white,not hispanic or latino
16,12/1/1968,,,male,,
16,12/1/1968,,,male,,not hispanic or latino
16,12/1/1968,,,male,white,
16,12/1/1968,,,male,white,not hispanic or latino
16,12/1/1968,ambulatory,,male,,
16,12/1/1968,ambulatory,,male,,not hispanic or latino
16,12/1/1968,ambulatory,,male,white,
16,12/1/1968,ambulatory,,male,white,not hispanic or latino
16,8/1/1968,,,female,white,
16,8/1/1968,,,female,white,not hispanic or latino
16,4/1/1968,ambulatory,,female,,not hispanic or latino
16,4/1/1968,ambulatory,,female,white,not hispanic or latino
16,8/1/1967,ambulatory,,female,white,
16,8/1/1967,ambulatory,,female,white,not hispanic or latino
16,7/1/1964,,,male,,not hispanic or latino
16,7/1/1964,ambulatory,,male,,not hispanic or latino
16,3/1/1963,ambulatory,,male,,not hispanic or latino
16,3/1/1963,ambulatory,,male,white,not hispanic or latino
16,4/1/1962,,,male,,
16,4/1/1962,ambulatory,,male,,
16,9/1/1961,,,male,,
16,9/1/1961,ambulatory,,male,,
16,4/1/1961,,,female,,
16,4/1/1961,,,female,white,
16,3/1/1961,,,male,,
16,3/1/1961,,,female,white,
16,3/1/1961,,,female,white,not hispanic or latino
16,4/1/1958,,,,,not hispanic or latino
16,4/1/1958,,,,white,not hispanic or latino
16,3/1/1958,,,,,
16,3/1/1958,,,,,not hispanic or latino
16,3/1/1958,,,,white,
16,3/1/1958,,,,white,not hispanic or latino
16,9/1/1957,ambulatory,,,white,
16,9/1/1957,ambulatory,,,white,not hispanic or latino
16,6/1/1957,,,,,
16,6/1/1957,,,,,not hispanic or latino
16,6/1/1957,,,,white,
16,6/1/1957,,,,white,not hispanic or latino
16,3/1/1957,,,,,not hispanic or latino
16,3/1/1957,,,,white,not hispanic or latino
16,3/1/1957,ambulatory,,,,not hispanic or latino
16,3/1/1957,ambulatory,,,white,not hispanic or latino
16,2/1/1957,,,male,white,not hispanic or latino
16,2/1/1957,ambulatory,,male,white,not hispanic or latino
16,7/1/1956,,,female,,
16,7/1/1956,ambulatory,,,,not hispanic or latino
16,7/1/1956,ambulatory,,,white,
16,2/1/1951,,,,,not hispanic or latino
16,2/1/1951,,,,white,
16,2/1/1951,ambulatory,,,,
16,1/1/1949,,,,,not hispanic or latino
16,1/1/1949,,,,white,not hispanic or latino
16,1/1/1949,ambulatory,,,,
16,1/1/1949,ambulatory,,,white,
16,1/1/1948,ambulatory,,,,
16,1/1/1948,ambulatory,,,,not hispanic or latino
16,7/1/1945,ambulatory,,,,
16,7/1/1945,ambulatory,,,,not hispanic or latino
16,7/1/1945,ambulatory,,,white,
16,7/1/1945,ambulatory,,,white,not hispanic or latino
15,,,5,,asian,not hispanic or latino
15,,,22,,asian,not hispanic or latino
15,,,19,,asian,
15,,,13,female,,hispanic or latino
15,,inpatient encounter,75,,,not hispanic or latino
15,,inpatient encounter,75,,white,not hispanic or latino
15,,inpatient encounter,70,,,not hispanic or latino
15,,inpatient encounter,70,,white,not hispanic or latino
15,,inpatient encounter,68,female,,
15,,inpatient encounter,68,female,,not hispanic or latino
15,,inpatient encounter,68,female,white,
15,,inpatient encounter,68,female,white,not hispanic or latino
15,,inpatient encounter,66,female,,
15,,inpatient encounter,66,female,,not hispanic or latino
15,,inpatient encounter,66,female,white,
15,,inpatient encounter,66,female,white,not hispanic or latino
15,,inpatient encounter,54,male,,not hispanic or latino
15,,inpatient encounter,43,,,
15,,inpatient encounter,38,,,
15,,home health,,,white,hispanic or latino
15,,emergency,9,female,,
15,,emergency,75,,,
15,,emergency,75,,white,
15,,emergency,68,male,,
15,,emergency,64,male,,
15,,emergency,64,male,,not hispanic or latino
15,,emergency,64,male,white,
15,,emergency,64,male,white,not hispanic or latino
15,,emergency,62,male,,not hispanic or latino
15,,emergency,6,,white,not hispanic or latino
15,,emergency,59,female,white,not hispanic or latino
15,,emergency,57,female,white,
15,,emergency,57,female,white,not hispanic or latino
15,,emergency,5,male,,
15,,emergency,42,male,white,not hispanic or latino
15,,emergency,4,male,,not hispanic or latino
15,,emergency,4,male,white,not hispanic or latino
15,,emergency,35,female,white,not hispanic or latino
15,,emergency,21,male,,
15,,emergency,19,male,,
15,,emergency,19,female,white,
15,,emergency,17,male,white,
15,,emergency,17,male,white,not hispanic or latino
15,,emergency,11,female,,
15,,emergency,1,male,white,
15,,emergency,0,,,not hispanic or latino
15,,ambulatory,9,female,white,hispanic or latino
15,,ambulatory,6,female,white,hispanic or latino
15,,ambulatory,19,,asian,
15,,ambulatory,15,male,black or african american,not hispanic or latino
15,,ambulatory,15,female,white,hispanic or latino
15,,ambulatory,13,female,,hispanic or latino
15,,ambulatory,12,,asian,not hispanic or latino
15,4/1/2023,ambulatory,,,,
15,4/1/2023,ambulatory,,,,not hispanic or latino
15,3/1/2023,,,female,,hispanic or latino
15,3/1/2023,emergency,,male,,
15,2/1/2023,,,male,black or african american,
15,2/1/2023,ambulatory,,,white,hispanic or latino
15,2/1/2023,ambulatory,,male,black or african american,
15,1/1/2023,,,female,,hispanic or latino
15,12/1/2022,,,female,white,hispanic or latino
15,12/1/2022,ambulatory,,female,,hispanic or latino
15,11/1/2022,ambulatory,,,white,hispanic or latino
15,7/1/2022,,,,,hispanic or latino
15,6/1/2022,emergency,,,,not hispanic or latino
15,5/1/2022,,,female,black or african american,
15,3/1/2022,,,,black or african american,not hispanic or latino
15,3/1/2022,ambulatory,,female,,hispanic or latino
15,12/1/2021,ambulatory,14,,,
15,11/1/2021,,14,,,not hispanic or latino
15,11/1/2021,ambulatory,,female,,hispanic or latino
15,11/1/2021,ambulatory,14,,,not hispanic or latino
15,10/1/2021,,,male,white,hispanic or latino
15,10/1/2021,,14,,,
15,10/1/2021,,0,,,
15,10/1/2021,,0,,,not hispanic or latino
15,10/1/2021,emergency,,male,,
15,10/1/2021,emergency,,male,,not hispanic or latino
15,10/1/2021,emergency,,male,white,
15,10/1/2021,emergency,,male,white,not hispanic or latino
15,10/1/2021,emergency,,female,white,not hispanic or latino
15,10/1/2021,ambulatory,,male,white,hispanic or latino
15,10/1/2021,ambulatory,14,,,
15,8/1/2021,,,male,black or african american,
15,8/1/2021,,,female,black or african american,
15,8/1/2021,,,female,black or african american,not hispanic or latino
15,8/1/2021,ambulatory,,male,black or african american,
15,8/1/2021,ambulatory,,female,black or african american,
15,8/1/2021,ambulatory,,female,black or african american,not hispanic or latino
15,8/1/2021,ambulatory,18,,,
15,8/1/2021,ambulatory,18,,,not hispanic or latino
15,6/1/2021,,,male,black or african american,
15,6/1/2021,ambulatory,,male,black or african american,
15,5/1/2021,,,male,white,hispanic or latino
15,5/1/2021,ambulatory,,male,white,hispanic or latino
15,5/1/2021,ambulatory,,male,black or african american,
15,4/1/2021,,46,,,
15,4/1/2021,,46,,,not hispanic or latino
15,4/1/2021,,46,,white,
15,4/1/2021,,46,,white,not hispanic or latino
15,4/1/2021,ambulatory,46,,,
15,4/1/2021,ambulatory,46,,,not hispanic or latino
15,4/1/2021,ambulatory,46,,white,
15,4/1/2021,ambulatory,46,,white,not hispanic or latino
15,4/1/2021,ambulatory,31,,,
15,4/1/2021,ambulatory,31,,,not hispanic or latino
15,3/1/2021,,,female,black or african american,
15,3/1/2021,ambulatory,31,,,
15,2/1/2021,,,female,black or african american,not hispanic or latino
15,2/1/2021,,72,,,
15,2/1/2021,,72,,,not hispanic or latino
15,2/1/2021,,72,,white,
15,2/1/2021,,72,,white,not hispanic or latino
15,2/1/2021,emergency,,male,white,
15,2/1/2021,emergency,,male,white,not hispanic or latino
15,2/1/2021,ambulatory,,female,black or african american,not hispanic or latino
15,1/1/2021,inpatient encounter,,,,
15,12/1/2020,,,,black or african american,
15,12/1/2020,emergency,,,,not hispanic or latino
15,12/1/2020,emergency,,,white,not hispanic or latino
15,11/1/2020,emergency,,,white,not hispanic or latino
15,10/1/2020,,,male,black or african american,
15,6/1/2020,,,,black or african american,
15,4/1/2020,ambulatory,,,black or african american,not hispanic or latino
15,3/1/2020,,,,black or african american,not hispanic or latino
15,1/1/2020,,,,black or african american,not hispanic or latino
15,1/1/2020,emergency,,,white,
15,1/1/2020,ambulatory,,,black or african american,not hispanic or latino
15,11/1/2019,,,,black or african american,
15,11/1/2019,ambulatory,,female,,hispanic or latino
15,11/1/2019,ambulatory,,female,white,hispanic or latino
15,10/1/2019,emergency,,,,
15,9/1/2019,emergency,,,white,
15,6/1/2019,ambulatory,,,black or african american,not hispanic or latino
15,4/1/2019,ambulatory,,,black or african american,not hispanic or latino
15,3/1/2019,emergency,,female,,
15,12/1/2018,emergency,,,white,not hispanic or latino
15,9/1/2018,,,female,,hispanic or latino
15,9/1/2018,emergency,,,white,
15,9/1/2018,emergency,,,white,not hispanic or latino
15,9/1/2018,ambulatory,,,black or african american,
15,9/1/2018,ambulatory,,female,,hispanic or latino
15,8/1/2018,emergency,,,,
15,8/1/2018,emergency,,,white,
15,8/1/2018,ambulatory,,,black or african american,not hispanic or latino
15,5/1/2018,,,male,white,hispanic or latino
15,5/1/2018,ambulatory,,male,white,hispanic or latino
15,4/1/2018,emergency,,,white,not hispanic or latino
15,2/1/2018,,,female,,hispanic or latino
15,2/1/2018,emergency,,,,
15,2/1/2018,emergency,,,,not hispanic or latino
15,2/1/2018,emergency,,,white,
15,2/1/2018,emergency,,,white,not hispanic or latino
